Medicamento;Empresa;CNPJ;Expediente;Data de Publicação_rel;Data de Publicação_cat;Data de Publicação (dt)_rel;Data de Publicação (dt)_cat;Categoria;status
DIENOGESTE;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;1659685249;04/12/2024;;2024-12-04;;;novo_em_relatorio
PHESGO;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.;33.009.945/0001-23;1733470247;19/12/2024;;2024-12-19;;;novo_em_relatorio
linezolida;FARMACE INDÚSTRIA QUÍMICO-FARMACÊUTICA CEARENSE LTDA;06.628.333/0001-46;519375254;16/04/2025;;2025-04-16;;;novo_em_relatorio
NAUDAN ODT;EMS S/A;57.507.378/0003-65;122868251;28/01/2025;;2025-01-28;;;novo_em_relatorio
ADVATE;TAKEDA PHARMA LTDA.;60.397.775/0001-74;875852254;03/07/2025;;2025-07-03;;;novo_em_relatorio
palmitato de paliperidona;ADIUM S.A.;55.980.684/0001-27;1139051253;25/08/2025;;2025-08-25;;;novo_em_relatorio
ibuprofeno;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;1297810244;20/09/2024;;2024-09-20;;;novo_em_relatorio
dipirona sódica;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;528396251;17/04/2025;;2025-04-17;;;novo_em_relatorio
KEPPRA XR;UCB BIOPHARMA LTDA.;64.711.500/0001-14;1049094247;31/07/2024;;2024-07-31;;;novo_em_relatorio
aciclovir;EMS S/A;57.507.378/0003-65;568693256;28/04/2025;;2025-04-28;;;novo_em_relatorio
SECRELISE;EMS S/A;57.507.378/0003-65;1168910251;02/09/2025;;2025-09-02;;;novo_em_relatorio
VEEPI;TORRENT DO BRASIL LTDA;33.078.528/0001-32;1315223244;25/09/2024;;2024-09-25;;;novo_em_relatorio
FLUCISTEIN;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;307344240;13/03/2024;;2024-03-13;;;novo_em_relatorio
BRONCHO-VAXOM;CHIESI FARMACÊUTICA LTDA;61.363.032/0001-46;104666251;24/01/2025;;2025-01-24;;;novo_em_relatorio
RIPOSO SL;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;231363257;18/02/2025;;2025-02-18;;;novo_em_relatorio
ALOIS DUO PACK;APSEN FARMACEUTICA S/A;62.462.015/0001-29;556906233;31/05/2023;;2023-05-31;;;novo_em_relatorio
succinato de sumatriptana;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;1039136257;12/08/2025;;2025-08-12;;;novo_em_relatorio
DUCOX;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;663008239;28/06/2023;;2023-06-28;;;novo_em_relatorio
CETROLAC SL;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;555334252;24/04/2025;;2025-04-24;;;novo_em_relatorio
PROQUAD;MERCK SHARP & DOHME FARMACEUTICA LTDA.;03.560.974/0001-18;951378252;22/07/2025;;2025-07-22;;;novo_em_relatorio
ROTATEQ;MERCK SHARP & DOHME FARMACEUTICA LTDA.;03.560.974/0001-18;1425058248;17/10/2024;;2024-10-17;;;novo_em_relatorio
MULTISORO ADULTO;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;93071256;22/01/2025;;2025-01-22;;;novo_em_relatorio
DEXALGEN NF;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;979078237;14/09/2023;;2023-09-14;;;novo_em_relatorio
RENOVI B PLUS;SUPERA FARMA LABORATÓRIOS S.A;43.312.503/0001-05;39088243;12/01/2024;;2024-01-12;;;novo_em_relatorio
etinilestradiol + gestodeno;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;1148841253;27/08/2025;;2025-08-27;;;novo_em_relatorio
aripiprazol;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;994571232;19/09/2023;;2023-09-19;;;novo_em_relatorio
POLYCID;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;892937238;24/08/2023;;2023-08-24;;;novo_em_relatorio
RIVACRIST;ABBOTT LABORATÓRIOS DO BRASIL LTDA;56.998.701/0001-16;924182253;16/07/2025;;2025-07-16;;;novo_em_relatorio
PATZ GTS;EMS SIGMA PHARMA LTDA;00.923.140/0001-31;1589435249;20/11/2024;;2024-11-20;;;novo_em_relatorio
NARANETY;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;1170499252;02/09/2025;;2025-09-02;;;novo_em_relatorio
OPDUALAG;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;56.998.982/0001-07;875647251;03/07/2025;;2025-07-03;;;novo_em_relatorio
ALBEL;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;333987250;12/03/2025;;2025-03-12;;;novo_em_relatorio
VICK PYRENA GRIP – 7;PROCTER & GAMBLE DO BRASIL LTDA.;59.476.770/0001-58;3734329213;21/09/2021;;2021-09-21;;;novo_em_relatorio
ELONVA;ORGANON FARMACÊUTICA LTDA.;45.987.013/0001-34;557793254;25/04/2025;;2025-04-25;;;novo_em_relatorio
dicloridrato de daclatasvir;BLANVER FARMOQUIMICA E FARMACEUTICA S.A.;53.359.824/0001-19;1324814233;27/11/2023;;2023-11-27;;;novo_em_relatorio
GARDASIL;MERCK SHARP & DOHME FARMACEUTICA LTDA.;03.560.974/0001-18;1325186244;26/09/2024;;2024-09-26;;;novo_em_relatorio
GARDASIL 9;MERCK SHARP & DOHME FARMACEUTICA LTDA.;03.560.974/0001-18;1325472247;26/09/2024;;2024-09-26;;;novo_em_relatorio
REVLIMID;BRISTOL-MYERS SQUIBB FARMACÊUTICA LTDA;56.998.982/0001-07;1205422242;02/09/2024;;2024-09-02;;;novo_em_relatorio
CAMOMILA COMPOSTA CATARINENSE;LABORATORIO CATARINENSE LTDA;84.684.620/0001-87;780564251;10/06/2025;;2025-06-10;;;novo_em_relatorio
CRONOPLEX;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;721132251;28/05/2025;;2025-05-28;;;novo_em_relatorio
desogestrel;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;4622762218;22/11/2021;;2021-11-22;;;novo_em_relatorio
NARATRIN;EMS S/A;57.507.378/0003-65;1169585256;02/09/2025;;2025-09-02;;;novo_em_relatorio
vildagliptina;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;829917250;24/06/2025;;2025-06-24;;;novo_em_relatorio
MUSCUSAN;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;517840251;15/04/2025;;2025-04-15;;;novo_em_relatorio
ibuprofeno;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1368467245;04/10/2024;;2024-10-04;;;novo_em_relatorio
ALGIE;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;835781241;19/06/2024;;2024-06-19;;;novo_em_relatorio
rivaroxabana;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;205003249;21/02/2024;;2024-02-21;;;novo_em_relatorio
DIEVARI;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;473940248;15/04/2024;;2024-04-15;;;novo_em_relatorio
daptomicina;ANTIBIÓTICOS DO BRASIL LTDA;05.439.635/0001-03;672279258;19/05/2025;;2025-05-19;;;novo_em_relatorio
M-M-R II;MERCK SHARP & DOHME FARMACEUTICA LTDA.;03.560.974/0001-18;971288259;25/07/2025;;2025-07-25;;;novo_em_relatorio
KOIDE D;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1344915248;01/10/2024;;2024-10-01;;;novo_em_relatorio
THIOCTACID;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;1048246248;31/07/2024;;2024-07-31;;;novo_em_relatorio
lenalidomida;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1530713242;06/11/2024;;2024-11-06;;;novo_em_relatorio
DIZTABEX;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1679423240;09/12/2024;;2024-12-09;;;novo_em_relatorio
cloridrato de duloxetina;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;447923242;09/04/2024;;2024-04-09;;;novo_em_relatorio
acebrofilina;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;547317255;23/04/2025;;2025-04-23;;;novo_em_relatorio
SAL DE FRUTA ENO;PF Consumer Healthcare Brazil Importadora e Distribuidora de Medicamentos Ltda;30.872.270/0001-53;1153806258;28/08/2025;;2025-08-28;;;novo_em_relatorio
CLORIDRATO DE BUPROPIONA;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;857725254;30/06/2025;;2025-06-30;;;novo_em_relatorio
SANVAPRESS;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;1676638245;09/12/2024;;2024-12-09;;;novo_em_relatorio
AIR SALONPAS;HISAMITSU FARMACÊUTICA DO BRASIL LTDA;49.383.250/0001-47;604124236;14/06/2023;;2023-06-14;;;novo_em_relatorio
dipirona monoidratada;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;451309251;02/04/2025;;2025-04-02;;;novo_em_relatorio
hemitartarato de zolpidem;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;148008259;03/02/2025;;2025-02-03;;;novo_em_relatorio
PIPERAZAM;BLAU FARMACÊUTICA S.A.;58.430.828/0001-60;1279014245;17/09/2024;;2024-09-17;;;novo_em_relatorio
pregabalina;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;10312251;06/01/2025;;2025-01-06;;;novo_em_relatorio
travoprosta;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;4989000226;29/11/2022;;2022-11-29;;;novo_em_relatorio
paracetamol + carisoprodol + diclofenaco sódico + cafeína;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;1121052240;15/08/2024;;2024-08-15;;;novo_em_relatorio
Divalproato de sódio;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1679431242;09/12/2024;;2024-12-09;;;novo_em_relatorio
maleato de bronfeniramina + cloridrato de fenilefrina;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;576618250;29/04/2025;;2025-04-29;;;novo_em_relatorio
CERAZETTE;ORGANON FARMACÊUTICA LTDA.;45.987.013/0001-34;835792251;25/06/2025;;2025-06-25;;;novo_em_relatorio
DECNAZOL;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;02.501.297/0001-02;659441250;15/05/2025;;2025-05-15;;;novo_em_relatorio
NORIPURUM;BLANVER FARMOQUIMICA E FARMACEUTICA S.A.;53.359.824/0001-19;4408310221;11/07/2022;;2022-07-11;;;novo_em_relatorio
ISENTRESS;MERCK SHARP & DOHME FARMACEUTICA LTDA.;03.560.974/0001-18;1392606233;07/12/2023;;2023-12-07;;;novo_em_relatorio
ENJOVIX FLASH;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;1562676245;13/11/2024;;2024-11-13;;;novo_em_relatorio
TECVAYLI;JANSSEN-CILAG FARMACÊUTICA LTDA;51.780.468/0001-87;713018259;27/05/2025;;2025-05-27;;;novo_em_relatorio
MICROVLAR;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;288213254;28/02/2025;;2025-02-28;;;novo_em_relatorio
ALURAX;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;3562255;02/01/2025;;2025-01-02;;;novo_em_relatorio
DORAGEO;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;540840254;22/04/2025;;2025-04-22;;;novo_em_relatorio
MALEATO DE ENALAPRIL;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;987662252;30/07/2025;;2025-07-30;;;novo_em_relatorio
ONDSET ODT;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;224487248;26/02/2024;;2024-02-26;;;novo_em_relatorio
SIMBEVA;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;158598245;08/02/2024;;2024-02-08;;;novo_em_relatorio
dipirona;SANTISA LABORATÓRIO FARMACÊUTICO S/A;04.099.395/0001-82;1159296251;29/08/2025;;2025-08-29;;;novo_em_relatorio
apixabana;EMS S/A;57.507.378/0003-65;1689598247;10/12/2024;;2024-12-10;;;novo_em_relatorio
apixabana;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1428682244;17/10/2024;;2024-10-17;;;novo_em_relatorio
PREDNISONA;HIPOLABOR FARMACEUTICA LTDA;19.570.720/0001-10;1397491248;10/10/2024;;2024-10-10;;;novo_em_relatorio
cloridrato de trazodona;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;2816253;02/01/2025;;2025-01-02;;;novo_em_relatorio
TEZSPIRE;ASTRAZENECA DO BRASIL LTDA;60.318.797/0001-00;1160735255;29/08/2025;;2025-08-29;;;novo_em_relatorio
levetiracetam;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;717477231;12/07/2023;;2023-07-12;;;novo_em_relatorio
ZINNAT;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;946656231;05/09/2023;;2023-09-05;;;novo_em_relatorio
FOPITANT;Camber Farmaceutica Ltda;24.633.934/0001-29;1685772242;10/12/2024;;2024-12-10;;;novo_em_relatorio
levetiracetam;EMS S/A;57.507.378/0003-65;1477342249;28/10/2024;;2024-10-28;;;novo_em_relatorio
valsartana + besilato de anlodipino;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;1525267248;05/11/2024;;2024-11-05;;;novo_em_relatorio
ULCTAM;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1275399240;17/09/2024;;2024-09-17;;;novo_em_relatorio
SANDRENA;ORGANON FARMACÊUTICA LTDA.;45.987.013/0001-34;379675251;20/03/2025;;2025-03-20;;;novo_em_relatorio
cloridrato de fexofenadina;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1032814250;11/08/2025;;2025-08-11;;;novo_em_relatorio
ILLUCCIX;MJM PRODUTOS FARMACEUTICOS E DE RADIOPROTECAO S.A.;04.891.262/0001-44;906405254;10/07/2025;;2025-07-10;;;novo_em_relatorio
FUMAGUM;FARMOQUÍMICA S/A;33.349.473/0001-58;1466647248;24/10/2024;;2024-10-24;;;novo_em_relatorio
amoxicilina;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;280805241;07/03/2024;;2024-03-07;;;novo_em_relatorio
MONONITRATO DE ISOSSORBIDA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;343793253;13/03/2025;;2025-03-13;;;novo_em_relatorio
cabergolina;SUN FARMACÊUTICA DO BRASIL LTDA;05.035.244/0001-23;4642202201;30/12/2020;;2020-12-30;;;novo_em_relatorio
cloridrato de raloxifeno;BLANVER FARMOQUIMICA E FARMACEUTICA S.A.;53.359.824/0001-19;1045949256;12/08/2025;;2025-08-12;;;novo_em_relatorio
Celecoxibe;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA;61.286.647/0001-16;421324252;27/03/2025;;2025-03-27;;;novo_em_relatorio
gabapentina;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;02.501.297/0001-02;869038257;02/07/2025;;2025-07-02;;;novo_em_relatorio
mesilato de doxazosina;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;2067470218;28/05/2021;;2021-05-28;;;novo_em_relatorio
CETOPROFENO;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;1053070250;13/08/2025;;2025-08-13;;;novo_em_relatorio
DROPROPIZINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;343781255;13/03/2025;;2025-03-13;;;novo_em_relatorio
maleato de trimebutina;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;4943503225;16/11/2022;;2022-11-16;;;novo_em_relatorio
MODULATRI;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;4943504221;16/11/2022;;2022-11-16;;;novo_em_relatorio
TAVAGRAN;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;571225250;28/04/2025;;2025-04-28;;;novo_em_relatorio
CLORIDRATO DE DONEPEZILA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;715043251;27/05/2025;;2025-05-27;;;novo_em_relatorio
TRAVAMED MT;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;402724259;25/03/2025;;2025-03-25;;;novo_em_relatorio
PIQRAY;NOVARTIS BIOCIENCIAS S.A;56.994.502/0001-30;584438257;30/04/2025;;2025-04-30;;;novo_em_relatorio
rosuvastatina calcica;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;349375232;06/04/2023;;2023-04-06;;;novo_em_relatorio
CRESLIP;Althaia S.A Indústria Farmacêutica;48.344.725/0007-19;1121653251;20/08/2025;;2025-08-20;;;novo_em_relatorio
celecoxibe;LABORATÓRIO GLOBO SA;17.115.437/0001-73;312706251;07/03/2025;;2025-03-07;;;novo_em_relatorio
BETALOR;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;501411259;11/04/2025;;2025-04-11;;;novo_em_relatorio
RACECADOTRILA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;2168604201;06/07/2020;;2020-07-06;;;novo_em_relatorio
PASSIFLORINE PI;MR PHARMA LTDA;23.668.196/0001-92;870335251;02/07/2025;;2025-07-02;;;novo_em_relatorio
metronidazol;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;809024250;17/06/2025;;2025-06-17;;;novo_em_relatorio
Farmanguinhos rifampicina+isoniazida+pirazinamida+etambutol;FUNDAÇÃO OSWALDO CRUZ;33.781.055/0001-35;1403013233;08/12/2023;;2023-12-08;;;novo_em_relatorio
TARTARATO DE METOPROLOL;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;328374253;11/03/2025;;2025-03-11;;;novo_em_relatorio
cloridrato de valganciclovir;DR. REDDYS FARMACÊUTICA DO BRASIL LTDA;03.978.166/0001-75;435909258;31/03/2025;;2025-03-31;;;novo_em_relatorio
Divalproato de Sódio;EMS S/A;57.507.378/0003-65;1679390244;09/12/2024;;2024-12-09;;;novo_em_relatorio
cloridrato de tramadol + paracetamol;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;784908249;12/06/2024;;2024-06-12;;;novo_em_relatorio
LYNOZ;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;806182253;17/06/2025;;2025-06-17;;;novo_em_relatorio
cefalexina monoidratada;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;224189247;26/02/2024;;2024-02-26;;;novo_em_relatorio
alprazolam;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1363306243;03/10/2024;;2024-10-03;;;novo_em_relatorio
LANTUS;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;833965255;25/06/2025;;2025-06-25;;;novo_em_relatorio
cetoconazol;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1638986240;29/11/2024;;2024-11-29;;;novo_em_relatorio
cloridrato de pioglitazona;AUROBINDO PHARMA INDÚSTRIA FARMACÊUTICA LIMITADA;04.301.884/0001-75;930131231;31/08/2023;;2023-08-31;;;novo_em_relatorio
brometo de rocurônio;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;2481128222;20/04/2022;;2022-04-20;;;novo_em_relatorio
Zaltrap;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;356710254;17/03/2025;;2025-03-17;;;novo_em_relatorio
MYLZAR;VIATRIS FARMACEUTICA DO BRASIL LTDA;11.643.096/0001-22;4259158209;02/12/2020;;2020-12-02;;;novo_em_relatorio
LAMZEDE;CHIESI FARMACÊUTICA LTDA;61.363.032/0001-46;854357254;30/06/2025;;2025-06-30;;;novo_em_relatorio
Diclofenaco Sódico;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;52243257;14/01/2025;;2025-01-14;;;novo_em_relatorio
LIPFITE;LABORATÓRIO GLOBO SA;17.115.437/0001-73;302347259;06/03/2025;;2025-03-06;;;novo_em_relatorio
CEFTAFOR;FRESENIUS KABI BRASIL LTDA;49.324.221/0001-04;537810251;22/04/2025;;2025-04-22;;;novo_em_relatorio
PAPILUP;GERMED FARMACEUTICA LTDA;45.992.062/0001-65;336202253;12/03/2025;;2025-03-12;;;novo_em_relatorio
DORENE LÍQUIDO;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A;60.659.463/0029-92;4711108220;19/09/2022;;2022-09-19;;;novo_em_relatorio
LEXOTAN;BLANVER FARMOQUIMICA E FARMACEUTICA S.A.;53.359.824/0001-19;1268849227;21/03/2022;;2022-03-21;;;novo_em_relatorio
montelucaste de sódio;CIMED INDUSTRIA S.A;02.814.497/0001-07;1159393257;29/08/2025;;2025-08-29;;;novo_em_relatorio
NOREGYNA;CIFARMA CIENTÍFICA FARMACÊUTICA LTDA;17.562.075/0001-69;385742258;21/03/2025;;2025-03-21;;;novo_em_relatorio
diclofenaco sódico;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;681139251;21/05/2025;;2025-05-21;;;novo_em_relatorio
propofol;LABORATÓRIO TEUTO BRASILEIRO S/A;17.159.229/0001-76;1200670256;10/09/2025;;2025-09-10;;;novo_em_relatorio
succinato de metoprolol;SANOFI MEDLEY FARMACÊUTICA LTDA.;10.588.595/0010-92;613365259;07/05/2025;;2025-05-07;;;novo_em_relatorio
NOAZY;NATCOFARMA DO BRASIL LTDA;08.157.293/0001-27;1686919247;10/12/2024;;2024-12-10;;;novo_em_relatorio
mesilato de rasagilina;TEVA FARMACÊUTICA LTDA.;05.333.542/0001-08;1120956251;19/08/2025;;2025-08-19;;;novo_em_relatorio
omeprazol;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;4932073224;11/11/2022;;2022-11-11;;;novo_em_relatorio
ANTARA;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1523280247;05/11/2024;;2024-11-05;;;novo_em_relatorio
DPHAR;PHARLAB INDÚSTRIA FARMACÊUTICA S.A.;02.501.297/0001-02;868887251;02/07/2025;;2025-07-02;;;novo_em_relatorio
DALMADORM;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.;17.875.154/0001-20;846493250;27/06/2025;;2025-06-27;;;novo_em_relatorio
carbidopa + levodopa;ZYDUS NIKKHO FARMACÊUTICA LTDA;05.254.971/0001-81;687484251;22/05/2025;;2025-05-22;;;novo_em_relatorio
ramelteona;APSEN FARMACEUTICA S/A;62.462.015/0001-29;77873254;20/01/2025;;2025-01-20;;;novo_em_relatorio
montelucaste de sódio + dicloridrato de levocetirizina;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;915571242;04/07/2024;;2024-07-04;;;novo_em_relatorio
cloridrato de bendamustina;TEVA FARMACÊUTICA LTDA.;05.333.542/0001-08;4988756220;28/11/2022;;2022-11-28;;;novo_em_relatorio
nimesulida betaciclodextrina;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;762726253;05/06/2025;;2025-06-05;;;novo_em_relatorio
DIOVASES;EMS S/A;57.507.378/0003-65;476287251;07/04/2025;;2025-04-07;;;novo_em_relatorio
MICOSTALAB;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;271168251;26/02/2025;;2025-02-26;;;novo_em_relatorio
cloridrato de venlafaxina;BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A;05.161.069/0001-10;894526235;24/08/2023;;2023-08-24;;;novo_em_relatorio
PRONTOMID;LABORATORIOS B. BRAUN S/A;31.673.254/0001-02;495845248;18/04/2024;;2024-04-18;;;novo_em_relatorio
UNICLARIN;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;60.665.981/0001-18;418270244;03/04/2024;;2024-04-03;;;novo_em_relatorio
amoxicilina + clavulanato de potássio;LEGRAND PHARMA INDÚSTRIA FARMACÊUTICA LTDA;05.044.984/0001-26;1119574251;19/08/2025;;2025-08-19;;;novo_em_relatorio
cloridrato de metoclopramida;BELFAR LTDA;18.324.343/0001-77;244695245;29/02/2024;;2024-02-29;;;novo_em_relatorio
cloridrato de tramadol;EMS S/A;57.507.378/0003-65;1547259;02/01/2025;;2025-01-02;;;novo_em_relatorio
ACTONEL;FARMA VISION IMPORTAÇÃO E EXPORTAÇÃO DE MEDICAMENTOS LTDA;09.058.502/0001-48;1008327247;24/07/2024;;2024-07-24;;;novo_em_relatorio
desogestrel;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1129311252;21/08/2025;;2025-08-21;;;novo_em_relatorio
GLINK MET;LIBBS FARMACÊUTICA LTDA;61.230.314/0001-75;1041173253;12/08/2025;;2025-08-12;;;novo_em_relatorio
LEVOZINE;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.;44.734.671/0001-51;1729057241;18/12/2024;;2024-12-18;;;novo_em_relatorio
SPARK;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;1523520248;05/11/2024;;2024-11-05;;;novo_em_relatorio
propofol;Camber Farmaceutica Ltda;24.633.934/0001-29;162795254;05/02/2025;;2025-02-05;;;novo_em_relatorio
SPIVA MCT-LCT;BAXTER HOSPITALAR LTDA;49.351.786/0002-61;1145604251;26/08/2025;;2025-08-26;;;novo_em_relatorio
ESOL XR;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.;61.082.426/0002-07;1141494248;20/08/2024;;2024-08-20;;;novo_em_relatorio
amoxicilina + claritromicina + esomeprazol;EMS S/A;57.507.378/0003-65;645368253;13/05/2025;;2025-05-13;;;novo_em_relatorio
STEZZA;FARMA VISION IMPORTAÇÃO E EXPORTAÇÃO DE MEDICAMENTOS LTDA;09.058.502/0001-48;312722249;13/03/2024;;2024-03-13;;;novo_em_relatorio
sinvastatina;MULTILAB INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;92.265.552/0009-05;548945250;23/04/2025;;2025-04-23;;;novo_em_relatorio
GLICEFOR;GEOLAB INDÚSTRIA FARMACÊUTICA S/A;03.485.572/0001-04;1178982254;04/09/2025;;2025-09-04;;;novo_em_relatorio
bromidrato de citalopram;BIOLAB SANUS FARMACÊUTICA LTDA;49.475.833/0001-06;1724193244;17/12/2024;;2024-12-17;;;novo_em_relatorio
levetiracetam;EUROFARMA LABORATÓRIOS S.A.;61.190.096/0001-92;646255240;15/05/2024;;2024-05-15;;;novo_em_relatorio
